statistic_yyy,ranking,lastname,age,population
112,709,兆,15~64歲,27
112,709,兆,65歲以上,12
112,710,倉,0~14歲,9
112,710,倉,15~64歲,32
112,710,倉,65歲以上,4
112,711,徐陳,0~14歲,4
112,711,徐陳,15~64歲,23
112,711,徐陳,65歲以上,18
112,712,桃,0~14歲,2
112,712,桃,15~64歲,41
112,712,桃,65歲以上,2
112,713,高橋,0~14歲,30
112,713,高橋,15~64歲,15
112,713,高橋,65歲以上,0
112,714,笪,0~14歲,7
112,714,笪,15~64歲,33
112,714,笪,65歲以上,5
112,715,欽,0~14歲,5
112,715,欽,15~64歲,32
112,715,欽,65歲以上,8
112,716,賽,0~14歲,6
112,716,賽,15~64歲,29
112,716,賽,65歲以上,10
112,717,竹,0~14歲,6
112,717,竹,15~64歲,33
112,717,竹,65歲以上,5
112,718,伯,0~14歲,10
112,718,伯,15~64歲,30
112,718,伯,65歲以上,4
112,719,蚋,0~14歲,8
112,719,蚋,15~64歲,30
112,719,蚋,65歲以上,6
112,720,學,0~14歲,5
112,720,學,15~64歲,24
112,720,學,65歲以上,15
112,721,󹀀,0~14歲,4
112,721,󹀀,15~64歲,33
112,721,󹀀,65歲以上,7
112,722,亞,0~14歲,8
112,722,亞,15~64歲,34
112,722,亞,65歲以上,1
112,723,春,0~14歲,2
112,723,春,15~64歲,29
112,723,春,65歲以上,12
112,724,脩,0~14歲,12
112,724,脩,15~64歲,23
112,724,脩,65歲以上,8
112,725,智,0~14歲,8
112,725,智,15~64歲,28
112,725,智,65歲以上,7
112,726,蓮,0~14歲,3
112,726,蓮,15~64歲,35
112,726,蓮,65歲以上,5
112,727,縱,0~14歲,14
112,727,縱,15~64歲,27
112,727,縱,65歲以上,2
112,728,莎,0~14歲,7
112,728,莎,15~64歲,34
112,728,莎,65歲以上,1
112,729,蹇,0~14歲,3
112,729,蹇,15~64歲,32
112,729,蹇,65歲以上,7
112,730,灍,0~14歲,4
112,730,灍,15~64歲,28
112,730,灍,65歲以上,10
112,731,双,0~14歲,4
112,731,双,15~64歲,24
112,731,双,65歲以上,13
112,732,財,0~14歲,4
112,732,財,15~64歲,33
112,732,財,65歲以上,4
112,733,閃,0~14歲,1
112,733,閃,15~64歲,32
112,733,閃,65歲以上,8
112,734,慶,0~14歲,3
112,734,慶,15~64歲,30
112,734,慶,65歲以上,8
112,735,撒,0~14歲,6
112,735,撒,15~64歲,29
112,735,撒,65歲以上,6
112,736,牙,0~14歲,3
112,736,牙,15~64歲,33
112,736,牙,65歲以上,4
112,737,汝,0~14歲,7
112,737,汝,15~64歲,27
112,737,汝,65歲以上,6
112,738,佐,0~14歲,6
112,738,佐,15~64歲,32
112,738,佐,65歲以上,2
112,739,果,0~14歲,2
112,739,果,15~64歲,31
112,739,果,65歲以上,7
112,740,牧,0~14歲,11
112,740,牧,15~64歲,24
112,740,牧,65歲以上,5
112,741,莉,0~14歲,1
112,741,莉,15~64歲,37
112,741,莉,65歲以上,2
112,742,光,0~14歲,3
112,742,光,15~64歲,30
112,742,光,65歲以上,6
112,743,考,0~14歲,0
112,743,考,15~64歲,30
112,743,考,65歲以上,9
112,744,西,0~14歲,5
112,744,西,15~64歲,30
112,744,西,65歲以上,4
112,745,甫,0~14歲,6
112,745,甫,15~64歲,25
112,745,甫,65歲以上,8
112,746,种,0~14歲,2
112,746,种,15~64歲,25
112,746,种,65歲以上,12
112,747,菰,0~14歲,9
112,747,菰,15~64歲,27
112,747,菰,65歲以上,3
112,748,新,0~14歲,9
112,748,新,15~64歲,27
112,748,新,65歲以上,3
112,749,銅,0~14歲,5
112,749,銅,15~64歲,25
112,749,銅,65歲以上,9
112,750,闇,0~14歲,7
112,750,闇,15~64歲,27
112,750,闇,65歲以上,5
112,751,甲,0~14歲,4
112,751,甲,15~64歲,33
112,751,甲,65歲以上,1
112,752,豹,0~14歲,3
112,752,豹,15~64歲,29
112,752,豹,65歲以上,6
112,753,澎,0~14歲,8
112,753,澎,15~64歲,21
112,753,澎,65歲以上,9
112,754,範,0~14歲,3
112,754,範,15~64歲,35
112,754,範,65歲以上,0
112,755,衞,0~14歲,9
112,755,衞,15~64歲,24
112,755,衞,65歲以上,5
112,756,󽜈,0~14歲,2
112,756,󽜈,15~64歲,28
112,756,󽜈,65歲以上,8
112,757,火,0~14歲,3
112,757,火,15~64歲,28
112,757,火,65歲以上,6
112,758,賁,0~14歲,4
112,758,賁,15~64歲,30
112,758,賁,65歲以上,3
112,759,樟,0~14歲,4
112,759,樟,15~64歲,27
112,759,樟,65歲以上,6
112,760,鴻,0~14歲,3
112,760,鴻,15~64歲,26
112,760,鴻,65歲以上,8
112,761,譙,0~14歲,5
112,761,譙,15~64歲,26
112,761,譙,65歲以上,6
112,762,籍,0~14歲,2
112,762,籍,15~64歲,28
112,762,籍,65歲以上,7
112,763,夘,0~14歲,3
112,763,夘,15~64歲,25
112,763,夘,65歲以上,8
112,764,芦,0~14歲,5
112,764,芦,15~64歲,29
112,764,芦,65歲以上,2
112,765,劉張,0~14歲,3
112,765,劉張,15~64歲,24
112,765,劉張,65歲以上,9
112,766,隨,0~14歲,3
112,766,隨,15~64歲,24
112,766,隨,65歲以上,9
112,767,羅卓,0~14歲,3
112,767,羅卓,15~64歲,29
112,767,羅卓,65歲以上,4
112,768,及,0~14歲,5
112,768,及,15~64歲,23
112,768,及,65歲以上,7
112,769,行,0~14歲,5
112,769,行,15~64歲,27
112,769,行,65歲以上,3
112,770,釧,0~14歲,7
112,770,釧,15~64歲,23
112,770,釧,65歲以上,5
112,771,猶,0~14歲,2
112,771,猶,15~64歲,30
112,771,猶,65歲以上,3
112,772,儀,0~14歲,4
112,772,儀,15~64歲,24
112,772,儀,65歲以上,7
112,773,所,0~14歲,9
112,773,所,15~64歲,21
112,773,所,65歲以上,4
112,774,拉,0~14歲,7
112,774,拉,15~64歲,24
112,774,拉,65歲以上,3
112,775,祈,0~14歲,2
112,775,祈,15~64歲,26
112,775,祈,65歲以上,6
112,776,凍,0~14歲,4
112,776,凍,15~64歲,24
112,776,凍,65歲以上,6
112,777,淩,0~14歲,2
112,777,淩,15~64歲,26
112,777,淩,65歲以上,6
112,778,越,0~14歲,0
112,778,越,15~64歲,30
112,778,越,65歲以上,4
112,779,祿,0~14歲,4
112,779,祿,15~64歲,24
112,779,祿,65歲以上,6
112,780,繩,0~14歲,1
112,780,繩,15~64歲,27
112,780,繩,65歲以上,6
112,781,吉田,0~14歲,24
112,781,吉田,15~64歲,9
112,781,吉田,65歲以上,0
112,782,拱,0~14歲,0
112,782,拱,15~64歲,27
112,782,拱,65歲以上,6
112,783,首,0~14歲,0
112,783,首,15~64歲,22
112,783,首,65歲以上,11
112,784,振,0~14歲,4
112,784,振,15~64歲,22
112,784,振,65歲以上,7
112,785,潛,0~14歲,1
112,785,潛,15~64歲,24
112,785,潛,65歲以上,8
112,786,田中,0~14歲,23
112,786,田中,15~64歲,9
112,786,田中,65歲以上,0
112,787,仵,0~14歲,4
112,787,仵,15~64歲,22
112,787,仵,65歲以上,6
112,788,暢,0~14歲,2
112,788,暢,15~64歲,27
112,788,暢,65歲以上,3
112,789,蔡黃,0~14歲,2
112,789,蔡黃,15~64歲,15
112,789,蔡黃,65歲以上,15
112,790,里,0~14歲,4
112,790,里,15~64歲,24
112,790,里,65歲以上,3
112,791,昂,0~14歲,4
112,791,昂,15~64歲,24
112,791,昂,65歲以上,3
112,792,崇,0~14歲,5
112,792,崇,15~64歲,22
112,792,崇,65歲以上,4
112,793,部,0~14歲,1
112,793,部,15~64歲,24
112,793,部,65歲以上,6
112,794,勝,0~14歲,4
112,794,勝,15~64歲,22
112,794,勝,65歲以上,5
112,795,黃吳,0~14歲,0
112,795,黃吳,15~64歲,10
112,795,黃吳,65歲以上,21
112,796,德,0~14歲,11
112,796,德,15~64歲,18
112,796,德,65歲以上,2
112,797,仁,0~14歲,5
112,797,仁,15~64歲,23
112,797,仁,65歲以上,2
112,798,可,0~14歲,4
112,798,可,15~64歲,18
112,798,可,65歲以上,8
112,799,杲,0~14歲,1
112,799,杲,15~64歲,22
112,799,杲,65歲以上,7
112,800,洛,0~14歲,5
112,800,洛,15~64歲,25
112,800,洛,65歲以上,0
112,801,問,0~14歲,6
112,801,問,15~64歲,21
112,801,問,65歲以上,3
112,802,嘉,0~14歲,3
112,802,嘉,15~64歲,22
112,802,嘉,65歲以上,5
112,803,𣛮,0~14歲,4
112,803,𣛮,15~64歲,22
112,803,𣛮,65歲以上,4
112,804,尼,0~14歲,4
112,804,尼,15~64歲,22
112,804,尼,65歲以上,3
112,805,洪許,0~14歲,2
112,805,洪許,15~64歲,20
112,805,洪許,65歲以上,7
112,806,香,0~14歲,7
112,806,香,15~64歲,19
112,806,香,65歲以上,3
112,807,速,0~14歲,0
112,807,速,15~64歲,27
112,807,速,65歲以上,2
112,808,魚,0~14歲,1
112,808,魚,15~64歲,24
112,808,魚,65歲以上,4
112,809,繞,0~14歲,4
112,809,繞,15~64歲,23
112,809,繞,65歲以上,2
112,810,美,0~14歲,0
112,810,美,15~64歲,23
112,810,美,65歲以上,5
112,811,接,0~14歲,1
112,811,接,15~64歲,26
112,811,接,65歲以上,1
112,812,陳許,0~14歲,1
112,812,陳許,15~64歲,10
112,812,陳許,65歲以上,17
112,813,福,0~14歲,12
112,813,福,15~64歲,13
112,813,福,65歲以上,3
112,814,線,0~14歲,1
112,814,線,15~64歲,18
112,814,線,65歲以上,9
112,815,賢,0~14歲,3
112,815,賢,15~64歲,21
112,815,賢,65歲以上,4
112,816,冦,0~14歲,3
112,816,冦,15~64歲,17
112,816,冦,65歲以上,7
112,817,張楊,0~14歲,4
112,817,張楊,15~64歲,10
112,817,張楊,65歲以上,13
112,818,淦,0~14歲,1
112,818,淦,15~64歲,22
112,818,淦,65歲以上,4
112,819,荆,0~14歲,2
112,819,荆,15~64歲,18
112,819,荆,65歲以上,7
112,820,類,0~14歲,6
112,820,類,15~64歲,18
112,820,類,65歲以上,3
112,821,殳,0~14歲,2
112,821,殳,15~64歲,20
112,821,殳,65歲以上,4
112,822,軒轅,0~14歲,4
112,822,軒轅,15~64歲,15
112,822,軒轅,65歲以上,7
112,823,脫,0~14歲,4
112,823,脫,15~64歲,18
112,823,脫,65歲以上,4
112,824,强,0~14歲,1
112,824,强,15~64歲,20
112,824,强,65歲以上,5
112,825,閭,0~14歲,1
112,825,閭,15~64歲,19
112,825,閭,65歲以上,6
112,826,小林,0~14歲,16
112,826,小林,15~64歲,8
112,826,小林,65歲以上,1
112,827,中村,0~14歲,16
112,827,中村,15~64歲,8
112,827,中村,65歲以上,1
112,828,化,0~14歲,3
112,828,化,15~64歲,20
112,828,化,65歲以上,2
112,829,正,0~14歲,8
112,829,正,15~64歲,14
112,829,正,65歲以上,3
112,830,因,0~14歲,3
112,830,因,15~64歲,15
112,830,因,65歲以上,7
112,831,府,0~14歲,1
112,831,府,15~64歲,18
112,831,府,65歲以上,6
112,832,巷,0~14歲,1
112,832,巷,15~64歲,20
112,832,巷,65歲以上,4
112,833,是,0~14歲,3
112,833,是,15~64歲,18
112,833,是,65歲以上,4
112,834,納,0~14歲,2
112,834,納,15~64歲,19
112,834,納,65歲以上,4
112,835,荷,0~14歲,3
112,835,荷,15~64歲,18
112,835,荷,65歲以上,4
112,836,菅,0~14歲,7
112,836,菅,15~64歲,18
112,836,菅,65歲以上,0
112,837,雅,0~14歲,2
112,837,雅,15~64歲,23
112,837,雅,65歲以上,0
112,838,䝉,0~14歲,2
112,838,䝉,15~64歲,19
112,838,䝉,65歲以上,4
112,839,慎,0~14歲,4
112,839,慎,15~64歲,17
112,839,慎,65歲以上,4
112,840,𥕥,0~14歲,0
112,840,𥕥,15~64歲,18
112,840,𥕥,65歲以上,7
112,841,周,0~14歲,1
112,841,周,15~64歲,21
112,841,周,65歲以上,3
112,842,千,0~14歲,10
112,842,千,15~64歲,11
112,842,千,65歲以上,3
112,843,山本,0~14歲,14
112,843,山本,15~64歲,10
112,843,山本,65歲以上,0
112,844,以,0~14歲,8
112,844,以,15~64歲,11
112,844,以,65歲以上,5
112,845,伊藤,0~14歲,16
112,845,伊藤,15~64歲,8
112,845,伊藤,65歲以上,0
112,846,乳,0~14歲,1
112,846,乳,15~64歲,19
112,846,乳,65歲以上,4
112,847,夏侯,0~14歲,1
112,847,夏侯,15~64歲,22
112,847,夏侯,65歲以上,1
112,848,院,0~14歲,2
112,848,院,15~64歲,21
112,848,院,65歲以上,1
112,849,停,0~14歲,3
112,849,停,15~64歲,20
112,849,停,65歲以上,1
112,850,清,0~14歲,4
112,850,清,15~64歲,12
112,850,清,65歲以上,8
112,851,理,0~14歲,4
112,851,理,15~64歲,18
112,851,理,65歲以上,2
112,852,疏,0~14歲,3
112,852,疏,15~64歲,18
112,852,疏,65歲以上,3
112,853,郭黃,0~14歲,1
112,853,郭黃,15~64歲,14
112,853,郭黃,65歲以上,9
112,854,鮮于,0~14歲,5
112,854,鮮于,15~64歲,15
112,854,鮮于,65歲以上,4
112,855,大,0~14歲,5
112,855,大,15~64歲,17
112,855,大,65歲以上,1
112,856,小,0~14歲,6
112,856,小,15~64歲,16
112,856,小,65歲以上,1
112,857,余楊,0~14歲,6
112,857,余楊,15~64歲,11
112,857,余楊,65歲以上,6
112,858,吾,0~14歲,3
112,858,吾,15~64歲,19
112,858,吾,65歲以上,1
112,859,希,0~14歲,12
112,859,希,15~64歲,11
112,859,希,65歲以上,0
112,860,思,0~14歲,3
112,860,思,15~64歲,19
112,860,思,65歲以上,1
112,861,革,0~14歲,2
112,861,革,15~64歲,19
112,861,革,65歲以上,2
112,862,茶,0~14歲,2
112,862,茶,15~64歲,21
112,862,茶,65歲以上,0
112,863,密,0~14歲,1
112,863,密,15~64歲,17
112,863,密,65歲以上,5
112,864,圍,0~14歲,0
112,864,圍,15~64歲,19
112,864,圍,65歲以上,4
112,865,曾林,0~14歲,0
112,865,曾林,15~64歲,11
112,865,曾林,65歲以上,12
112,866,福田,0~14歲,13
112,866,福田,15~64歲,10
112,866,福田,65歲以上,0
112,867,暴,0~14歲,2
112,867,暴,15~64歲,18
112,867,暴,65歲以上,3
112,868,蕢,0~14歲,4
112,868,蕢,15~64歲,13
112,868,蕢,65歲以上,6
112,869,况,0~14歲,0
112,869,况,15~64歲,17
112,869,况,65歲以上,6
112,870,加藤,0~14歲,13
112,870,加藤,15~64歲,9
112,870,加藤,65歲以上,0
112,871,回,0~14歲,2
112,871,回,15~64歲,16
112,871,回,65歲以上,4
112,872,池田,0~14歲,13
112,872,池田,15~64歲,9
112,872,池田,65歲以上,0
112,873,克,0~14歲,2
112,873,克,15~64歲,17
112,873,克,65歲以上,3
112,874,忽,0~14歲,1
112,874,忽,15~64歲,20
112,874,忽,65歲以上,1
112,875,怯,0~14歲,3
112,875,怯,15~64歲,13
112,875,怯,65歲以上,6
112,876,籴,0~14歲,6
112,876,籴,15~64歲,14
112,876,籴,65歲以上,2
112,877,旋,0~14歲,3
112,877,旋,15~64歲,14
112,877,旋,65歲以上,5
112,878,僧,0~14歲,2
112,878,僧,15~64歲,16
112,878,僧,65歲以上,4
112,879,察,0~14歲,2
112,879,察,15~64歲,17
112,879,察,65歲以上,3
112,880,端,0~14歲,1
112,880,端,15~64歲,16
112,880,端,65歲以上,5
112,881,橋,0~14歲,5
112,881,橋,15~64歲,17
112,881,橋,65歲以上,0
112,882,謝林,0~14歲,0
112,882,謝林,15~64歲,8
112,882,謝林,65歲以上,14
112,883,仉,0~14歲,1
112,883,仉,15~64歲,15
112,883,仉,65歲以上,5
112,884,王劉,0~14歲,1
112,884,王劉,15~64歲,6
112,884,王劉,65歲以上,14
112,885,李黃,0~14歲,0
112,885,李黃,15~64歲,9
112,885,李黃,65歲以上,12
112,886,要,0~14歲,4
112,886,要,15~64歲,13
112,886,要,65歲以上,4
112,887,郄,0~14歲,1
112,887,郄,15~64歲,14
112,887,郄,65歲以上,6
112,888,揚,0~14歲,1
112,888,揚,15~64歲,16
112,888,揚,65歲以上,4
112,889,愛,0~14歲,3
112,889,愛,15~64歲,17
112,889,愛,65歲以上,1
112,890,遠,0~14歲,2
112,890,遠,15~64歲,19
112,890,遠,65歲以上,0
112,891,虢,0~14歲,2
112,891,虢,15~64歲,18
112,891,虢,65歲以上,1
112,892,鄷,0~14歲,3
112,892,鄷,15~64歲,15
112,892,鄷,65歲以上,3
112,893,介,0~14歲,0
112,893,介,15~64歲,15
112,893,介,65歲以上,5
112,894,太田,0~14歲,9
112,894,太田,15~64歲,11
112,894,太田,65歲以上,0
112,895,木村,0~14歲,15
112,895,木村,15~64歲,5
112,895,木村,65歲以上,0
112,896,先,0~14歲,2
112,896,先,15~64歲,17
112,896,先,65歲以上,1
112,897,把,0~14歲,0
112,897,把,15~64歲,14
112,897,把,65歲以上,6
112,898,汲,0~14歲,2
112,898,汲,15~64歲,16
112,898,汲,65歲以上,2
112,899,柑,0~14歲,4
112,899,柑,15~64歲,11
112,899,柑,65歲以上,5
112,900,萇,0~14歲,0
112,900,萇,15~64歲,18
112,900,萇,65歲以上,2
112,901,貴,0~14歲,0
112,901,貴,15~64歲,20
112,901,貴,65歲以上,0
112,902,奧,0~14歲,4
112,902,奧,15~64歲,16
112,902,奧,65歲以上,0
112,903,暨,0~14歲,3
112,903,暨,15~64歲,16
112,903,暨,65歲以上,1
112,904,蒿,0~14歲,5
112,904,蒿,15~64歲,9
112,904,蒿,65歲以上,6
112,905,增,0~14歲,3
112,905,增,15~64歲,15
112,905,增,65歲以上,2
112,906,霄,0~14歲,2
112,906,霄,15~64歲,14
112,906,霄,65歲以上,4
112,907,諾,0~14歲,6
112,907,諾,15~64歲,14
112,907,諾,65歲以上,0
112,908,李王,0~14歲,0
112,908,李王,15~64歲,8
112,908,李王,65歲以上,11
112,909,秀,0~14歲,0
112,909,秀,15~64歲,5
112,909,秀,65歲以上,14
112,910,具,0~14歲,7
112,910,具,15~64歲,8
112,910,具,65歲以上,4
112,911,底,0~14歲,1
112,911,底,15~64歲,11
112,911,底,65歲以上,7
112,912,杻,0~14歲,2
112,912,杻,15~64歲,11
112,912,杻,65歲以上,6
112,913,眉,0~14歲,5
112,913,眉,15~64歲,12
112,913,眉,65歲以上,2
112,914,宰,0~14歲,3
112,914,宰,15~64歲,13
112,914,宰,65歲以上,3
112,915,陳辜,0~14歲,3
112,915,陳辜,15~64歲,5
112,915,陳辜,65歲以上,11
112,916,順,0~14歲,1
112,916,順,15~64歲,15
112,916,順,65歲以上,3
112,917,義,0~14歲,3
112,917,義,15~64歲,15
112,917,義,65歲以上,1
112,918,裔,0~14歲,4
112,918,裔,15~64歲,13
112,918,裔,65歲以上,2
112,919,零,0~14歲,0
112,919,零,15~64歲,17
112,919,零,65歲以上,2
112,920,緒,0~14歲,6
112,920,緒,15~64歲,10
112,920,緒,65歲以上,3
112,921,籠,0~14歲,4
112,921,籠,15~64歲,13
112,921,籠,65歲以上,2
112,922,乙,0~14歲,0
112,922,乙,15~64歲,17
112,922,乙,65歲以上,1
112,923,山田,0~14歲,12
112,923,山田,15~64歲,6
112,923,山田,65歲以上,0
112,924,比,0~14歲,6
112,924,比,15~64歲,11
112,924,比,65歲以上,1
112,925,令狐,0~14歲,3
112,925,令狐,15~64歲,9
112,925,令狐,65歲以上,6
112,926,加,0~14歲,3
112,926,加,15~64歲,13
112,926,加,65歲以上,2
112,927,玄,0~14歲,9
112,927,玄,15~64歲,6
112,927,玄,65歲以上,3
112,928,百,0~14歲,5
112,928,百,15~64歲,13
112,928,百,65歲以上,0
112,929,制,0~14歲,1
112,929,制,15~64歲,17
112,929,制,65歲以上,0
112,930,勇,0~14歲,2
112,930,勇,15~64歲,7
112,930,勇,65歲以上,9
112,931,後,0~14歲,4
112,931,後,15~64歲,13
112,931,後,65歲以上,1
112,932,迮,0~14歲,1
112,932,迮,15~64歲,14
112,932,迮,65歲以上,3
112,933,娜,0~14歲,4
112,933,娜,15~64歲,14
112,933,娜,65歲以上,0
112,934,家,0~14歲,0
112,934,家,15~64歲,16
112,934,家,65歲以上,2
112,935,乾,0~14歲,0
112,935,乾,15~64歲,16
112,935,乾,65歲以上,2
112,936,清水,0~14歲,5
112,936,清水,15~64歲,13
112,936,清水,65歲以上,0
112,937,莊吳,0~14歲,0
112,937,莊吳,15~64歲,5
112,937,莊吳,65歲以上,13
112,938,弼,0~14歲,0
112,938,弼,15~64歲,11
112,938,弼,65歲以上,7
112,939,楮,0~14歲,2
112,939,楮,15~64歲,11
112,939,楮,65歲以上,5
112,940,渡邊,0~14歲,12
112,940,渡邊,15~64歲,5
112,940,渡邊,65歲以上,1
112,941,税,0~14歲,0
112,941,税,15~64歲,18
112,941,税,65歲以上,0
112,942,槐,0~14歲,2
112,942,槐,15~64歲,13
112,942,槐,65歲以上,3
112,943,維,0~14歲,7
112,943,維,15~64歲,11
112,943,維,65歲以上,0
112,944,樸,0~14歲,3
112,944,樸,15~64歲,13
112,944,樸,65歲以上,2
112,945,澹,0~14歲,0
112,945,澹,15~64歲,16
112,945,澹,65歲以上,2
112,946,襲,0~14歲,2
112,946,襲,15~64歲,15
112,946,襲,65歲以上,1
112,947,弋,0~14歲,2
112,947,弋,15~64歲,15
112,947,弋,65歲以上,0
112,948,瓦,0~14歲,3
112,948,瓦,15~64歲,12
112,948,瓦,65歲以上,2
112,949,郅,0~14歲,1
112,949,郅,15~64歲,10
112,949,郅,65歲以上,6
112,950,神,0~14歲,0
112,950,神,15~64歲,14
112,950,神,65歲以上,3
112,951,索南,0~14歲,1
112,951,索南,15~64歲,15
112,951,索南,65歲以上,1
112,952,裵,0~14歲,16
112,952,裵,15~64歲,1
112,952,裵,65歲以上,0
112,953,雒,0~14歲,2
112,953,雒,15~64歲,13
112,953,雒,65歲以上,2
112,954,靜,0~14歲,2
112,954,靜,15~64歲,9
112,954,靜,65歲以上,6
112,955,麗,0~14歲,0
112,955,麗,15~64歲,16
112,955,麗,65歲以上,1
112,956,糴,0~14歲,3
112,956,糴,15~64歲,12
112,956,糴,65歲以上,2
112,957,凡,0~14歲,0
112,957,凡,15~64歲,15
112,957,凡,65歲以上,1
112,958,云,0~14歲,0
112,958,云,15~64歲,16
112,958,云,65歲以上,0
112,959,佐佐木,0~14歲,9
112,959,佐佐木,15~64歲,7
112,959,佐佐木,65歲以上,0
112,960,岡田,0~14歲,10
112,960,岡田,15~64歲,6
112,960,岡田,65歲以上,0
112,961,帖,0~14歲,0
112,961,帖,15~64歲,10
112,961,帖,65歲以上,6
112,962,弭,0~14歲,1
112,962,弭,15~64歲,13
112,962,弭,65歲以上,2
112,963,皇,0~14歲,1
112,963,皇,15~64歲,14
112,963,皇,65歲以上,1
112,964,格,0~14歲,3
112,964,格,15~64歲,13
112,964,格,65歲以上,0
112,965,黃沈,0~14歲,0
112,965,黃沈,15~64歲,12
112,965,黃沈,65歲以上,4
112,966,鄭黃,0~14歲,0
112,966,鄭黃,15~64歲,3
112,966,鄭黃,65歲以上,13
112,967,興,0~14歲,0
112,967,興,15~64歲,15
112,967,興,65歲以上,1
112,968,隴,0~14歲,0
112,968,隴,15~64歲,14
112,968,隴,65歲以上,2
112,969,󼷴,0~14歲,2
112,969,󼷴,15~64歲,12
112,969,󼷴,65歲以上,2
112,970,古賴,0~14歲,0
112,970,古賴,15~64歲,12
112,970,古賴,65歲以上,3
112,971,石川,0~14歲,12
112,971,石川,15~64歲,3
112,971,石川,65歲以上,0
112,972,石井,0~14歲,6
112,972,石井,15~64歲,9
112,972,石井,65歲以上,0
112,973,列,0~14歲,4
112,973,列,15~64歲,9
112,973,列,65歲以上,2
112,974,局,0~14歲,0
112,974,局,15~64歲,10
112,974,局,65歲以上,5
112,975,松本,0~14歲,12
112,975,松本,15~64歲,2
112,975,松本,65歲以上,1
112,976,俎,0~14歲,2
112,976,俎,15~64歲,10
112,976,俎,65歲以上,3
112,977,拜,0~14歲,1
112,977,拜,15~64歲,8
112,977,拜,65歲以上,6
112,978,飛,0~14歲,5
112,978,飛,15~64歲,10
112,978,飛,65歲以上,0
112,979,剡,0~14歲,2
112,979,剡,15~64歲,13
112,979,剡,65歲以上,0
112,980,校,0~14歲,0
112,980,校,15~64歲,9
112,980,校,65歲以上,6
112,981,敦,0~14歲,4
112,981,敦,15~64歲,11
112,981,敦,65歲以上,0
112,982,塘,0~14歲,1
112,982,塘,15~64歲,12
112,982,塘,65歲以上,2
112,983,塩,0~14歲,5
112,983,塩,15~64歲,9
112,983,塩,65歲以上,1
112,984,幹,0~14歲,0
112,984,幹,15~64歲,12
112,984,幹,65歲以上,3
112,985,電,0~14歲,2
112,985,電,15~64歲,11
112,985,電,65歲以上,2
112,986,賞,0~14歲,3
112,986,賞,15~64歲,10
112,986,賞,65歲以上,2
112,987,隥,0~14歲,2
112,987,隥,15~64歲,11
112,987,隥,65歲以上,2
112,988,樹,0~14歲,3
112,988,樹,15~64歲,9
112,988,樹,65歲以上,3
112,989,鎦,0~14歲,2
112,989,鎦,15~64歲,8
112,989,鎦,65歲以上,5
112,990,麻,0~14歲,1
112,990,麻,15~64歲,12
112,990,麻,65歲以上,2
112,991,山口,0~14歲,8
112,991,山口,15~64歲,5
112,991,山口,65歲以上,1
112,992,中川,0~14歲,8
112,992,中川,15~64歲,6
112,992,中川,65歲以上,0
112,993,中島,0~14歲,8
112,993,中島,15~64歲,6
112,993,中島,65歲以上,0
112,994,旺,0~14歲,2
112,994,旺,15~64歲,11
112,994,旺,65歲以上,1
112,995,阿部,0~14歲,10
112,995,阿部,15~64歲,4
112,995,阿部,65歲以上,0
112,996,星,0~14歲,5
112,996,星,15~64歲,8
112,996,星,65歲以上,1
112,997,貟,0~14歲,0
112,997,貟,15~64歲,13
112,997,貟,65歲以上,1
112,998,浮,0~14歲,1
112,998,浮,15~64歲,13
112,998,浮,65歲以上,0
112,999,逢,0~14歲,0
112,999,逢,15~64歲,10
112,999,逢,65歲以上,4
112,1000,睢,0~14歲,1
112,1000,睢,15~64歲,13
112,1000,睢,65歲以上,0
112,1001,補,0~14歲,0
112,1001,補,15~64歲,13
112,1001,補,65歲以上,1
112,1002,運,0~14歲,2
112,1002,運,15~64歲,9
112,1002,運,65歲以上,3
112,1003,道,0~14歲,6
112,1003,道,15~64歲,8
112,1003,道,65歲以上,0
112,1004,遠藤,0~14歲,10
112,1004,遠藤,15~64歲,4
112,1004,遠藤,65歲以上,0
112,1005,𨿅,0~14歲,2
112,1005,𨿅,15~64歲,11
112,1005,𨿅,65歲以上,1
112,1006,顓孫,0~14歲,0
112,1006,顓孫,15~64歲,12
112,1006,顓孫,65歲以上,2
112,1007,騰,0~14歲,0
112,1007,騰,15~64歲,13
112,1007,騰,65歲以上,1
112,1008,久,0~14歲,4
112,1008,久,15~64歲,8
112,1008,久,65歲以上,1
112,1009,山下,0~14歲,10
112,1009,山下,15~64歲,3
112,1009,山下,65歲以上,0
112,1010,旦,0~14歲,3
112,1010,旦,15~64歲,8
112,1010,旦,65歲以上,2
112,1011,吳鄭,0~14歲,0
112,1011,吳鄭,15~64歲,6
112,1011,吳鄭,65歲以上,7
112,1012,彼,0~14歲,4
112,1012,彼,15~64歲,9
112,1012,彼,65歲以上,0
112,1013,奕,0~14歲,2
112,1013,奕,15~64歲,10
112,1013,奕,65歲以上,1
112,1014,度,0~14歲,0
112,1014,度,15~64歲,9
112,1014,度,65歲以上,4
112,1015,淳于,0~14歲,2
112,1015,淳于,15~64歲,11
112,1015,淳于,65歲以上,0
112,1016,陳呂,0~14歲,0
112,1016,陳呂,15~64歲,5
112,1016,陳呂,65歲以上,8
112,1017,寒,0~14歲,0
112,1017,寒,15~64歲,12
112,1017,寒,65歲以上,1
112,1018,答,0~14歲,1
112,1018,答,15~64歲,12
112,1018,答,65歲以上,0
