statistic_yyy,ranking,lastname,age,population
112,1456,崗,65歲以上,1
112,1457,得,0~14歲,2
112,1457,得,15~64歲,2
112,1457,得,65歲以上,0
112,1458,望月,0~14歲,4
112,1458,望月,15~64歲,0
112,1458,望月,65歲以上,0
112,1459,淵,0~14歲,1
112,1459,淵,15~64歲,3
112,1459,淵,65歲以上,0
112,1460,粕谷,0~14歲,4
112,1460,粕谷,15~64歲,0
112,1460,粕谷,65歲以上,0
112,1461,野上,0~14歲,2
112,1461,野上,15~64歲,2
112,1461,野上,65歲以上,0
112,1462,野村,0~14歲,3
112,1462,野村,15~64歲,1
112,1462,野村,65歲以上,0
112,1463,曾山,0~14歲,2
112,1463,曾山,15~64歲,2
112,1463,曾山,65歲以上,0
112,1464,曾翁,0~14歲,3
112,1464,曾翁,15~64歲,1
112,1464,曾翁,65歲以上,0
112,1465,森川,0~14歲,4
112,1465,森川,15~64歲,0
112,1465,森川,65歲以上,0
112,1466,渡,0~14歲,3
112,1466,渡,15~64歲,1
112,1466,渡,65歲以上,0
112,1467,琴,0~14歲,2
112,1467,琴,15~64歲,2
112,1467,琴,65歲以上,0
112,1468,進藤,0~14歲,2
112,1468,進藤,15~64歲,2
112,1468,進藤,65歲以上,0
112,1469,鄉,0~14歲,1
112,1469,鄉,15~64歲,1
112,1469,鄉,65歲以上,2
112,1470,須藤,0~14歲,1
112,1470,須藤,15~64歲,3
112,1470,須藤,65歲以上,0
112,1471,催,0~14歲,2
112,1471,催,15~64歲,2
112,1471,催,65歲以上,0
112,1472,媽,0~14歲,0
112,1472,媽,15~64歲,0
112,1472,媽,65歲以上,4
112,1473,歲,0~14歲,0
112,1473,歲,15~64歲,4
112,1473,歲,65歲以上,0
112,1474,溝口,0~14歲,2
112,1474,溝口,15~64歲,2
112,1474,溝口,65歲以上,0
112,1475,督,0~14歲,2
112,1475,督,15~64歲,2
112,1475,督,65歲以上,0
112,1476,載,0~14歲,0
112,1476,載,15~64歲,3
112,1476,載,65歲以上,1
112,1477,鈴,0~14歲,3
112,1477,鈴,15~64歲,1
112,1477,鈴,65歲以上,0
112,1478,雎,0~14歲,2
112,1478,雎,15~64歲,2
112,1478,雎,65歲以上,0
112,1479,圖,0~14歲,0
112,1479,圖,15~64歲,3
112,1479,圖,65歲以上,1
112,1480,榎本,0~14歲,2
112,1480,榎本,15~64歲,2
112,1480,榎本,65歲以上,0
112,1481,歌,0~14歲,1
112,1481,歌,15~64歲,3
112,1481,歌,65歲以上,0
112,1482,漁,0~14歲,4
112,1482,漁,15~64歲,0
112,1482,漁,65歲以上,0
112,1483,睿,0~14歲,3
112,1483,睿,15~64歲,1
112,1483,睿,65歲以上,0
112,1484,豪,0~14歲,0
112,1484,豪,15~64歲,4
112,1484,豪,65歲以上,0
112,1485,摩,0~14歲,3
112,1485,摩,15~64歲,1
112,1485,摩,65歲以上,0
112,1486,潤,0~14歲,1
112,1486,潤,15~64歲,3
112,1486,潤,65歲以上,0
112,1487,稽,0~14歲,1
112,1487,稽,15~64歲,3
112,1487,稽,65歲以上,0
112,1488,駒,0~14歲,0
112,1488,駒,15~64歲,4
112,1488,駒,65歲以上,0
112,1489,噶,0~14歲,1
112,1489,噶,15~64歲,2
112,1489,噶,65歲以上,1
112,1490,憨,0~14歲,0
112,1490,憨,15~64歲,4
112,1490,憨,65歲以上,0
112,1491,樵,0~14歲,0
112,1491,樵,15~64歲,4
112,1491,樵,65歲以上,0
112,1492,濶,0~14歲,0
112,1492,濶,15~64歲,4
112,1492,濶,65歲以上,0
112,1493,黛,0~14歲,0
112,1493,黛,15~64歲,4
112,1493,黛,65歲以上,0
112,1494,齋,0~14歲,1
112,1494,齋,15~64歲,1
112,1494,齋,65歲以上,2
112,1495,甕,0~14歲,2
112,1495,甕,15~64歲,2
112,1495,甕,65歲以上,0
112,1496,雞,0~14歲,0
112,1496,雞,15~64歲,3
112,1496,雞,65歲以上,1
112,1497,瀧田,0~14歲,3
112,1497,瀧田,15~64歲,1
112,1497,瀧田,65歲以上,0
112,1498,瀧澤,0~14歲,3
112,1498,瀧澤,15~64歲,1
112,1498,瀧澤,65歲以上,0
112,1499,瓊,0~14歲,0
112,1499,瓊,15~64歲,4
112,1499,瓊,65歲以上,0
112,1500,難波,0~14歲,3
112,1500,難波,15~64歲,1
112,1500,難波,65歲以上,0
112,1501,騫,0~14歲,1
112,1501,騫,15~64歲,3
112,1501,騫,65歲以上,0
112,1502,辯,0~14歲,0
112,1502,辯,15~64歲,4
112,1502,辯,65歲以上,0
112,1503,靈,0~14歲,1
112,1503,靈,15~64歲,3
112,1503,靈,65歲以上,0
112,1504,鬱,0~14歲,2
112,1504,鬱,15~64歲,2
112,1504,鬱,65歲以上,0
112,1505,󹿀,0~14歲,1
112,1505,󹿀,15~64歲,3
112,1505,󹿀,65歲以上,0
112,1506,入江,0~14歲,2
112,1506,入江,15~64歲,1
112,1506,入江,65歲以上,0
112,1507,三宅,0~14歲,2
112,1507,三宅,15~64歲,1
112,1507,三宅,65歲以上,0
112,1508,上野,0~14歲,3
112,1508,上野,15~64歲,0
112,1508,上野,65歲以上,0
112,1509,久保田,0~14歲,2
112,1509,久保田,15~64歲,1
112,1509,久保田,65歲以上,0
112,1510,土井,0~14歲,3
112,1510,土井,15~64歲,0
112,1510,土井,65歲以上,0
112,1511,大沼,0~14歲,1
112,1511,大沼,15~64歲,2
112,1511,大沼,65歲以上,0
112,1512,大島,0~14歲,3
112,1512,大島,15~64歲,0
112,1512,大島,65歲以上,0
112,1513,大塚,0~14歲,1
112,1513,大塚,15~64歲,2
112,1513,大塚,65歲以上,0
112,1514,大槻,0~14歲,2
112,1514,大槻,15~64歲,1
112,1514,大槻,65歲以上,0
112,1515,大藤,0~14歲,3
112,1515,大藤,15~64歲,0
112,1515,大藤,65歲以上,0
112,1516,小柏,0~14歲,2
112,1516,小柏,15~64歲,1
112,1516,小柏,65歲以上,0
112,1517,小原,0~14歲,2
112,1517,小原,15~64歲,1
112,1517,小原,65歲以上,0
112,1518,山形,0~14歲,3
112,1518,山形,15~64歲,0
112,1518,山形,65歲以上,0
112,1519,川崎,0~14歲,3
112,1519,川崎,15~64歲,0
112,1519,川崎,65歲以上,0
112,1520,川端,0~14歲,2
112,1520,川端,15~64歲,1
112,1520,川端,65歲以上,0
112,1521,中尾,0~14歲,1
112,1521,中尾,15~64歲,2
112,1521,中尾,65歲以上,0
112,1522,五味,0~14歲,3
112,1522,五味,15~64歲,0
112,1522,五味,65歲以上,0
112,1523,井田,0~14歲,2
112,1523,井田,15~64歲,1
112,1523,井田,65歲以上,0
112,1524,允,0~14歲,1
112,1524,允,15~64歲,2
112,1524,允,65歲以上,0
112,1525,內,0~14歲,0
112,1525,內,15~64歲,3
112,1525,內,65歲以上,0
112,1526,午,0~14歲,1
112,1526,午,15~64歲,2
112,1526,午,65歲以上,0
112,1527,少,0~14歲,0
112,1527,少,15~64歲,3
112,1527,少,65歲以上,0
112,1528,手󽄺,0~14歲,3
112,1528,手󽄺,15~64歲,0
112,1528,手󽄺,65歲以上,0
112,1529,加來,0~14歲,3
112,1529,加來,15~64歲,0
112,1529,加來,65歲以上,0
112,1530,北濱,0~14歲,3
112,1530,北濱,15~64歲,0
112,1530,北濱,65歲以上,0
112,1531,古河,0~14歲,3
112,1531,古河,15~64歲,0
112,1531,古河,65歲以上,0
112,1532,右,0~14歲,1
112,1532,右,15~64歲,2
112,1532,右,65歲以上,0
112,1533,市川,0~14歲,3
112,1533,市川,15~64歲,0
112,1533,市川,65歲以上,0
112,1534,平石,0~14歲,3
112,1534,平石,15~64歲,0
112,1534,平石,65歲以上,0
112,1535,平崎,0~14歲,3
112,1535,平崎,15~64歲,0
112,1535,平崎,65歲以上,0
112,1536,平󽄺,0~14歲,3
112,1536,平󽄺,15~64歲,0
112,1536,平󽄺,65歲以上,0
112,1537,打,0~14歲,1
112,1537,打,15~64歲,1
112,1537,打,65歲以上,1
112,1538,本多,0~14歲,0
112,1538,本多,15~64歲,2
112,1538,本多,65歲以上,1
112,1539,田口,0~14歲,2
112,1539,田口,15~64歲,1
112,1539,田口,65歲以上,0
112,1540,田代,0~14歲,2
112,1540,田代,15~64歲,1
112,1540,田代,65歲以上,0
112,1541,田村,0~14歲,2
112,1541,田村,15~64歲,1
112,1541,田村,65歲以上,0
112,1542,矢崎,0~14歲,0
112,1542,矢崎,15~64歲,3
112,1542,矢崎,65歲以上,0
112,1543,石本,0~14歲,1
112,1543,石本,15~64歲,2
112,1543,石本,65歲以上,0
112,1544,石塚,0~14歲,3
112,1544,石塚,15~64歲,0
112,1544,石塚,65歲以上,0
112,1545,伋,0~14歲,1
112,1545,伋,15~64歲,2
112,1545,伋,65歲以上,0
112,1546,刑部,0~14歲,3
112,1546,刑部,15~64歲,0
112,1546,刑部,65歲以上,0
112,1547,吉本,0~14歲,3
112,1547,吉本,15~64歲,0
112,1547,吉本,65歲以上,0
112,1548,吉永,0~14歲,3
112,1548,吉永,15~64歲,0
112,1548,吉永,65歲以上,0
112,1549,吉森,0~14歲,0
112,1549,吉森,15~64歲,3
112,1549,吉森,65歲以上,0
112,1550,朱吳,0~14歲,0
112,1550,朱吳,15~64歲,2
112,1550,朱吳,65歲以上,1
112,1551,江崎,0~14歲,3
112,1551,江崎,15~64歲,0
112,1551,江崎,65歲以上,0
112,1552,竹前,0~14歲,0
112,1552,竹前,15~64歲,3
112,1552,竹前,65歲以上,0
112,1553,米樂,0~14歲,3
112,1553,米樂,15~64歲,0
112,1553,米樂,65歲以上,0
112,1554,艮,0~14歲,0
112,1554,艮,15~64歲,3
112,1554,艮,65歲以上,0
112,1555,佐野,0~14歲,3
112,1555,佐野,15~64歲,0
112,1555,佐野,65歲以上,0
112,1556,努,0~14歲,0
112,1556,努,15~64歲,3
112,1556,努,65歲以上,0
112,1557,坂下,0~14歲,3
112,1557,坂下,15~64歲,0
112,1557,坂下,65歲以上,0
112,1558,坂本,0~14歲,0
112,1558,坂本,15~64歲,2
112,1558,坂本,65歲以上,1
112,1559,坂田,0~14歲,3
112,1559,坂田,15~64歲,0
112,1559,坂田,65歲以上,0
112,1560,宏,0~14歲,0
112,1560,宏,15~64歲,1
112,1560,宏,65歲以上,2
112,1561,尾,0~14歲,1
112,1561,尾,15~64歲,2
112,1561,尾,65歲以上,0
112,1562,汴,0~14歲,0
112,1562,汴,15~64歲,3
112,1562,汴,65歲以上,0
112,1563,沙瑪郎,0~14歲,1
112,1563,沙瑪郎,15~64歲,2
112,1563,沙瑪郎,65歲以上,0
112,1564,沙德,0~14歲,0
112,1564,沙德,15~64歲,3
112,1564,沙德,65歲以上,0
112,1565,見城,0~14歲,3
112,1565,見城,15~64歲,0
112,1565,見城,65歲以上,0
112,1566,刺,0~14歲,0
112,1566,刺,15~64歲,3
112,1566,刺,65歲以上,0
112,1567,坪,0~14歲,1
112,1567,坪,15~64歲,2
112,1567,坪,65歲以上,0
112,1568,坪井,0~14歲,3
112,1568,坪井,15~64歲,0
112,1568,坪井,65歲以上,0
112,1569,委,0~14歲,0
112,1569,委,15~64歲,0
112,1569,委,65歲以上,3
112,1570,岸,0~14歲,1
112,1570,岸,15~64歲,2
112,1570,岸,65歲以上,0
112,1571,岸野,0~14歲,2
112,1571,岸野,15~64歲,1
112,1571,岸野,65歲以上,0
112,1572,延陵,0~14歲,0
112,1572,延陵,15~64歲,1
112,1572,延陵,65歲以上,2
112,1573,拖,0~14歲,0
112,1573,拖,15~64歲,2
112,1573,拖,65歲以上,1
112,1574,昆秋,0~14歲,2
112,1574,昆秋,15~64歲,1
112,1574,昆秋,65歲以上,0
112,1575,松下,0~14歲,1
112,1575,松下,15~64歲,2
112,1575,松下,65歲以上,0
112,1576,武田,0~14歲,3
112,1576,武田,15~64歲,0
112,1576,武田,65歲以上,0
112,1577,芦田,0~14歲,3
112,1577,芦田,15~64歲,0
112,1577,芦田,65歲以上,0
112,1578,金井,0~14歲,2
112,1578,金井,15~64歲,1
112,1578,金井,65歲以上,0
112,1579,係,0~14歲,0
112,1579,係,15~64歲,1
112,1579,係,65歲以上,2
112,1580,俉,0~14歲,0
112,1580,俉,15~64歲,2
112,1580,俉,65歲以上,1
112,1581,前川,0~14歲,2
112,1581,前川,15~64歲,1
112,1581,前川,65歲以上,0
112,1582,厚,0~14歲,0
112,1582,厚,15~64歲,2
112,1582,厚,65歲以上,1
112,1583,奎,0~14歲,1
112,1583,奎,15~64歲,2
112,1583,奎,65歲以上,0
112,1584,建,0~14歲,1
112,1584,建,15~64歲,2
112,1584,建,65歲以上,0
112,1585,恆,0~14歲,0
112,1585,恆,15~64歲,3
112,1585,恆,65歲以上,0
112,1586,柳李,0~14歲,2
112,1586,柳李,15~64歲,1
112,1586,柳李,65歲以上,0
112,1587,約,0~14歲,0
112,1587,約,15~64歲,3
112,1587,約,65歲以上,0
112,1588,茂,0~14歲,1
112,1588,茂,15~64歲,2
112,1588,茂,65歲以上,0
112,1589,宮內,0~14歲,3
112,1589,宮內,15~64歲,0
112,1589,宮內,65歲以上,0
112,1590,宮城,0~14歲,1
112,1590,宮城,15~64歲,2
112,1590,宮城,65歲以上,0
112,1591,徐謝,0~14歲,0
112,1591,徐謝,15~64歲,1
112,1591,徐謝,65歲以上,2
112,1592,悟,0~14歲,1
112,1592,悟,15~64歲,1
112,1592,悟,65歲以上,1
112,1593,旁,0~14歲,2
112,1593,旁,15~64歲,1
112,1593,旁,65歲以上,0
112,1594,柴田,0~14歲,1
112,1594,柴田,15~64歲,2
112,1594,柴田,65歲以上,0
112,1595,栗原,0~14歲,3
112,1595,栗原,15~64歲,0
112,1595,栗原,65歲以上,0
112,1596,紗,0~14歲,2
112,1596,紗,15~64歲,1
112,1596,紗,65歲以上,0
112,1597,荏,0~14歲,1
112,1597,荏,15~64歲,2
112,1597,荏,65歲以上,0
112,1598,荒,0~14歲,0
112,1598,荒,15~64歲,3
112,1598,荒,65歲以上,0
112,1599,荒川,0~14歲,2
112,1599,荒川,15~64歲,1
112,1599,荒川,65歲以上,0
112,1600,荒木,0~14歲,2
112,1600,荒木,15~64歲,1
112,1600,荒木,65歲以上,0
112,1601,起慕德,0~14歲,0
112,1601,起慕德,15~64歲,2
112,1601,起慕德,65歲以上,1
112,1602,馬丁,0~14歲,2
112,1602,馬丁,15~64歲,1
112,1602,馬丁,65歲以上,0
112,1603,馬魯卡,0~14歲,3
112,1603,馬魯卡,15~64歲,0
112,1603,馬魯卡,65歲以上,0
112,1604,高井,0~14歲,3
112,1604,高井,15~64歲,0
112,1604,高井,65歲以上,0
112,1605,高岡,0~14歲,0
112,1605,高岡,15~64歲,3
112,1605,高岡,65歲以上,0
112,1606,高野,0~14歲,1
112,1606,高野,15~64歲,2
112,1606,高野,65歲以上,0
112,1607,堀,0~14歲,2
112,1607,堀,15~64歲,1
112,1607,堀,65歲以上,0
112,1608,堀井,0~14歲,3
112,1608,堀井,15~64歲,0
112,1608,堀井,65歲以上,0
112,1609,堀田,0~14歲,0
112,1609,堀田,15~64歲,3
112,1609,堀田,65歲以上,0
112,1610,梅田,0~14歲,3
112,1610,梅田,15~64歲,0
112,1610,梅田,65歲以上,0
112,1611,深谷,0~14歲,1
112,1611,深谷,15~64歲,2
112,1611,深谷,65歲以上,0
112,1612,淵野,0~14歲,3
112,1612,淵野,15~64歲,0
112,1612,淵野,65歲以上,0
112,1613,眞,0~14歲,0
112,1613,眞,15~64歲,3
112,1613,眞,65歲以上,0
112,1614,笹,0~14歲,0
112,1614,笹,15~64歲,3
112,1614,笹,65歲以上,0
112,1615,細,0~14歲,2
112,1615,細,15~64歲,1
112,1615,細,65歲以上,0
112,1616,細川,0~14歲,0
112,1616,細川,15~64歲,3
112,1616,細川,65歲以上,0
112,1617,莊楊,0~14歲,2
112,1617,莊楊,15~64歲,1
112,1617,莊楊,65歲以上,0
112,1618,莫尼爾,0~14歲,0
112,1618,莫尼爾,15~64歲,3
112,1618,莫尼爾,65歲以上,0
112,1619,袞桑,0~14歲,0
112,1619,袞桑,15~64歲,3
112,1619,袞桑,65歲以上,0
112,1620,透,0~14歲,0
112,1620,透,15~64歲,3
112,1620,透,65歲以上,0
112,1621,連林,0~14歲,0
112,1621,連林,15~64歲,0
112,1621,連林,65歲以上,3
112,1622,野口,0~14歲,3
112,1622,野口,15~64歲,0
112,1622,野口,65歲以上,0
112,1623,髙橋,0~14歲,3
112,1623,髙橋,15~64歲,0
112,1623,髙橋,65歲以上,0
112,1624,換,0~14歲,0
112,1624,換,15~64歲,2
112,1624,換,65歲以上,1
112,1625,晴,0~14歲,0
112,1625,晴,15~64歲,2
112,1625,晴,65歲以上,1
112,1626,曾江,0~14歲,0
112,1626,曾江,15~64歲,2
112,1626,曾江,65歲以上,1
112,1627,植田,0~14歲,2
112,1627,植田,15~64歲,1
112,1627,植田,65歲以上,0
112,1628,渥,0~14歲,2
112,1628,渥,15~64歲,1
112,1628,渥,65歲以上,0
112,1629,琚,0~14歲,0
112,1629,琚,15~64歲,3
112,1629,琚,65歲以上,0
112,1630,給,0~14歲,0
112,1630,給,15~64歲,3
112,1630,給,65歲以上,0
112,1631,菊,0~14歲,0
112,1631,菊,15~64歲,3
112,1631,菊,65歲以上,0
112,1632,菲利普,0~14歲,3
112,1632,菲利普,15~64歲,0
112,1632,菲利普,65歲以上,0
112,1633,超,0~14歲,0
112,1633,超,15~64歲,3
112,1633,超,65歲以上,0
112,1634,黑川,0~14歲,3
112,1634,黑川,15~64歲,0
112,1634,黑川,65歲以上,0
112,1635,黑木,0~14歲,2
112,1635,黑木,15~64歲,1
112,1635,黑木,65歲以上,0
112,1636,𣓾,0~14歲,0
112,1636,𣓾,15~64歲,1
112,1636,𣓾,65歲以上,2
112,1637,傳,0~14歲,2
112,1637,傳,15~64歲,1
112,1637,傳,65歲以上,0
112,1638,塩川,0~14歲,3
112,1638,塩川,15~64歲,0
112,1638,塩川,65歲以上,0
112,1639,新田,0~14歲,2
112,1639,新田,15~64歲,1
112,1639,新田,65歲以上,0
112,1640,楼,0~14歲,0
112,1640,楼,15~64歲,0
112,1640,楼,65歲以上,3
112,1641,瑟,0~14歲,2
112,1641,瑟,15~64歲,1
112,1641,瑟,65歲以上,0
112,1642,筱,0~14歲,0
112,1642,筱,15~64歲,1
112,1642,筱,65歲以上,2
112,1643,賈達,0~14歲,0
112,1643,賈達,15~64歲,3
112,1643,賈達,65歲以上,0
112,1644,飽,0~14歲,0
112,1644,飽,15~64歲,3
112,1644,飽,65歲以上,0
112,1645,鳩,0~14歲,0
112,1645,鳩,15~64歲,1
112,1645,鳩,65歲以上,2
112,1646,𡻕,0~14歲,1
112,1646,𡻕,15~64歲,2
112,1646,𡻕,65歲以上,0
112,1647,漫,0~14歲,0
112,1647,漫,15~64歲,2
112,1647,漫,65歲以上,1
112,1648,福本,0~14歲,3
112,1648,福本,15~64歲,0
112,1648,福本,65歲以上,0
112,1649,種,0~14歲,0
112,1649,種,15~64歲,3
112,1649,種,65歲以上,0
112,1650,竭,0~14歲,0
112,1650,竭,15~64歲,3
112,1650,竭,65歲以上,0
112,1651,箕,0~14歲,2
112,1651,箕,15~64歲,1
112,1651,箕,65歲以上,0
112,1652,綠,0~14歲,3
112,1652,綠,15~64歲,0
112,1652,綠,65歲以上,0
112,1653,舞,0~14歲,1
112,1653,舞,15~64歲,2
112,1653,舞,65歲以上,0
112,1654,関根,0~14歲,2
112,1654,関根,15~64歲,1
112,1654,関根,65歲以上,0
112,1655,德永,0~14歲,3
112,1655,德永,15~64歲,0
112,1655,德永,65歲以上,0
112,1656,樋口,0~14歲,3
112,1656,樋口,15~64歲,0
112,1656,樋口,65歲以上,0
112,1657,潮,0~14歲,0
112,1657,潮,15~64歲,3
112,1657,潮,65歲以上,0
112,1658,稻葉,0~14歲,3
112,1658,稻葉,15~64歲,0
112,1658,稻葉,65歲以上,0
112,1659,鄧恩,0~14歲,3
112,1659,鄧恩,15~64歲,0
112,1659,鄧恩,65歲以上,0
112,1660,閰,0~14歲,0
112,1660,閰,15~64歲,2
112,1660,閰,65歲以上,1
112,1661,嬴,0~14歲,0
112,1661,嬴,15~64歲,3
112,1661,嬴,65歲以上,0
112,1662,樺島,0~14歲,3
112,1662,樺島,15~64歲,0
112,1662,樺島,65歲以上,0
112,1663,橫,0~14歲,1
112,1663,橫,15~64歲,2
112,1663,橫,65歲以上,0
112,1664,橫山,0~14歲,2
112,1664,橫山,15~64歲,1
112,1664,橫山,65歲以上,0
112,1665,歷,0~14歲,0
112,1665,歷,15~64歲,3
112,1665,歷,65歲以上,0
112,1666,濱崎,0~14歲,3
112,1666,濱崎,15~64歲,0
112,1666,濱崎,65歲以上,0
112,1667,璐,0~14歲,0
112,1667,璐,15~64歲,2
112,1667,璐,65歲以上,1
112,1668,環,0~14歲,0
112,1668,環,15~64歲,3
112,1668,環,65歲以上,0
112,1669,篠,0~14歲,0
112,1669,篠,15~64歲,3
112,1669,篠,65歲以上,0
112,1670,總,0~14歲,0
112,1670,總,15~64歲,2
112,1670,總,65歲以上,1
112,1671,繁,0~14歲,2
112,1671,繁,15~64歲,1
112,1671,繁,65歲以上,0
112,1672,薛林,0~14歲,0
112,1672,薛林,15~64歲,0
112,1672,薛林,65歲以上,3
112,1673,鍊,0~14歲,0
112,1673,鍊,15~64歲,0
112,1673,鍊,65歲以上,3
112,1674,鍾張,0~14歲,0
112,1674,鍾張,15~64歲,0
112,1674,鍾張,65歲以上,3
112,1675,礒,0~14歲,0
112,1675,礒,15~64歲,2
112,1675,礒,65歲以上,1
112,1676,禮,0~14歲,0
112,1676,禮,15~64歲,2
112,1676,禮,65歲以上,1
112,1677,藍許,0~14歲,0
112,1677,藍許,15~64歲,1
112,1677,藍許,65歲以上,2
112,1678,鵜飼,0~14歲,3
112,1678,鵜飼,15~64歲,0
112,1678,鵜飼,65歲以上,0
112,1679,瀧,0~14歲,3
112,1679,瀧,15~64歲,0
112,1679,瀧,65歲以上,0
112,1680,冒,0~14歲,0
112,1680,冒,15~64歲,3
112,1680,冒,65歲以上,0
112,1681,花,0~14歲,0
112,1681,花,15~64歲,3
112,1681,花,65歲以上,0
112,1682,󼶭,0~14歲,0
112,1682,󼶭,15~64歲,3
112,1682,󼶭,65歲以上,0
112,1683,九,0~14歲,2
112,1683,九,15~64歲,0
112,1683,九,65歲以上,0
112,1684,二宮,0~14歲,0
112,1684,二宮,15~64歲,2
112,1684,二宮,65歲以上,0
112,1685,入,0~14歲,1
112,1685,入,15~64歲,1
112,1685,入,65歲以上,0
112,1686,八木,0~14歲,2
112,1686,八木,15~64歲,0
112,1686,八木,65歲以上,0
112,1687,八田,0~14歲,1
112,1687,八田,15~64歲,1
112,1687,八田,65歲以上,0
112,1688,三戶,0~14歲,2
112,1688,三戶,15~64歲,0
112,1688,三戶,65歲以上,0
112,1689,三河,0~14歲,2
112,1689,三河,15~64歲,0
112,1689,三河,65歲以上,0
112,1690,三樹,0~14歲,2
112,1690,三樹,15~64歲,0
112,1690,三樹,65歲以上,0
112,1691,上阪,0~14歲,2
112,1691,上阪,15~64歲,0
112,1691,上阪,65歲以上,0
112,1692,上原,0~14歲,1
112,1692,上原,15~64歲,1
112,1692,上原,65歲以上,0
112,1693,下,0~14歲,0
112,1693,下,15~64歲,2
112,1693,下,65歲以上,0
112,1694,下元,0~14歲,1
112,1694,下元,15~64歲,1
112,1694,下元,65歲以上,0
112,1695,下野,0~14歲,0
112,1695,下野,15~64歲,2
112,1695,下野,65歲以上,0
112,1696,下道,0~14歲,2
112,1696,下道,15~64歲,0
112,1696,下道,65歲以上,0
112,1697,久富,0~14歲,0
112,1697,久富,15~64歲,2
112,1697,久富,65歲以上,0
112,1698,土居,0~14歲,2
112,1698,土居,15~64歲,0
112,1698,土居,65歲以上,0
112,1699,土屋,0~14歲,1
112,1699,土屋,15~64歲,1
112,1699,土屋,65歲以上,0
112,1700,士,0~14歲,1
112,1700,士,15~64歲,0
112,1700,士,65歲以上,1
112,1701,大山,0~14歲,0
112,1701,大山,15~64歲,2
112,1701,大山,65歲以上,0
112,1702,大石,0~14歲,1
112,1702,大石,15~64歲,0
112,1702,大石,65歲以上,1
112,1703,大西,0~14歲,1
112,1703,大西,15~64歲,0
112,1703,大西,65歲以上,1
112,1704,大村,0~14歲,2
112,1704,大村,15~64歲,0
112,1704,大村,65歲以上,0
112,1705,大谷,0~14歲,0
112,1705,大谷,15~64歲,2
112,1705,大谷,65歲以上,0
112,1706,大林,0~14歲,2
112,1706,大林,15~64歲,0
112,1706,大林,65歲以上,0
112,1707,大前,0~14歲,2
112,1707,大前,15~64歲,0
112,1707,大前,65歲以上,0
112,1708,大迫,0~14歲,2
112,1708,大迫,15~64歲,0
112,1708,大迫,65歲以上,0
112,1709,大貫,0~14歲,0
112,1709,大貫,15~64歲,2
112,1709,大貫,65歲以上,0
112,1710,大森,0~14歲,0
112,1710,大森,15~64歲,2
112,1710,大森,65歲以上,0
112,1711,大橋,0~14歲,1
112,1711,大橋,15~64歲,1
112,1711,大橋,65歲以上,0
112,1712,大鋸,0~14歲,2
112,1712,大鋸,15~64歲,0
112,1712,大鋸,65歲以上,0
112,1713,小木曾,0~14歲,2
112,1713,小木曾,15~64歲,0
112,1713,小木曾,65歲以上,0
112,1714,小形,0~14歲,2
112,1714,小形,15~64歲,0
112,1714,小形,65歲以上,0
112,1715,小柳,0~14歲,2
112,1715,小柳,15~64歲,0
112,1715,小柳,65歲以上,0
112,1716,小峰,0~14歲,2
112,1716,小峰,15~64歲,0
112,1716,小峰,65歲以上,0
112,1717,小森,0~14歲,2
112,1717,小森,15~64歲,0
112,1717,小森,65歲以上,0
112,1718,小暮,0~14歲,2
112,1718,小暮,15~64歲,0
112,1718,小暮,65歲以上,0
112,1719,尢,0~14歲,0
112,1719,尢,15~64歲,2
112,1719,尢,65歲以上,0
112,1720,山川,0~14歲,2
112,1720,山川,15~64歲,0
112,1720,山川,65歲以上,0
112,1721,山松,0~14歲,2
112,1721,山松,15~64歲,0
112,1721,山松,65歲以上,0
112,1722,山淵,0~14歲,2
112,1722,山淵,15~64歲,0
112,1722,山淵,65歲以上,0
112,1723,川又,0~14歲,1
112,1723,川又,15~64歲,1
112,1723,川又,65歲以上,0
112,1724,川名,0~14歲,2
112,1724,川名,15~64歲,0
112,1724,川名,65歲以上,0
112,1725,川畑,0~14歲,2
112,1725,川畑,15~64歲,0
112,1725,川畑,65歲以上,0
112,1726,川原,0~14歲,1
112,1726,川原,15~64歲,1
112,1726,川原,65歲以上,0
112,1727,中世古,0~14歲,2
112,1727,中世古,15~64歲,0
112,1727,中世古,65歲以上,0
112,1728,中目,0~14歲,2
112,1728,中目,15~64歲,0
112,1728,中目,65歲以上,0
112,1729,中武,0~14歲,0
112,1729,中武,15~64歲,2
112,1729,中武,65歲以上,0
112,1730,中俁,0~14歲,2
112,1730,中俁,15~64歲,0
112,1730,中俁,65歲以上,0
112,1731,中澤,0~14歲,2
112,1731,中澤,15~64歲,0
112,1731,中澤,65歲以上,0
112,1732,丹田,0~14歲,2
112,1732,丹田,15~64歲,0
112,1732,丹田,65歲以上,0
112,1733,丹羽,0~14歲,2
112,1733,丹羽,15~64歲,0
112,1733,丹羽,65歲以上,0
112,1734,丹野,0~14歲,0
112,1734,丹野,15~64歲,2
112,1734,丹野,65歲以上,0
112,1735,丹琰立,0~14歲,2
112,1735,丹琰立,15~64歲,0
112,1735,丹琰立,65歲以上,0
112,1736,井山,0~14歲,2
112,1736,井山,15~64歲,0
112,1736,井山,65歲以上,0
112,1737,井手,0~14歲,1
112,1737,井手,15~64歲,1
112,1737,井手,65歲以上,0
112,1738,仁田,0~14歲,2
112,1738,仁田,15~64歲,0
112,1738,仁田,65歲以上,0
112,1739,內野,0~14歲,0
